State,city_name,city_type,county,percent_completed_hs,poverty_rate,Median Income,Lat,Lng
NY,Altamont,village,,97.5,6.6,80078,42.7006324,-74.0337382
NY,Altmar,village,,75.5,44.9,27386,43.5100703,-76.002142
NY,Altona,CDP,,69.8,20.9,31900,44.8537393,-73.6422195
NY,Amagansett,CDP,,96.6,2.6,93750,40.9737117,-72.1436884
NY,Amenia,CDP,,91.2,2.9,58200,41.8492599,-73.5567918
NY,Ames,village,,77.8,0,61667,42.8375737,-74.6015301
NY,Amityville,village,,92.2,10.9,83125,40.6789893,-73.4170673
NY,Amsterdam,city,,80.1,28,33917,42.9377453,-74.190356
NY,Andes,CDP,,90.8,24.7,46250,42.188935,-74.7858037
NY,Andover,village,,94.3,9.5,48438,42.1564581,-77.7955509
NY,Angelica,village,,93.4,12.2,45417,42.3067345,-78.0158388
NY,Angola,village,,90.1,11.2,52950,42.6383925,-79.0278156
NY,Angola on the Lake,CDP,,90.3,7.6,40833,42.660227,-79.0580611
NY,Antwerp,village,,87,9.1,50139,44.1992272,-75.6068791
NY,Apalachin,CDP,,92.7,1.4,51856,42.0695189,-76.1546504
NY,Aquebogue,CDP,,96.6,0.3,90847,40.9445438,-72.6270382
NY,Arcade,village,,87.9,21,39205,42.5339513,-78.4230737
NY,Ardsley,village,,94,1.6,141447,41.0106531,-73.8437452
NY,Argyle,village,,92.4,6.1,53500,43.2506139,-73.4887288
NY,Arkport,village,,93,4.6,48438,42.3945133,-77.6966596
NY,Arlington,CDP,,89.7,19.1,42208,41.6959269,-73.8968025
NY,Armonk,CDP,,97.5,1.9,183036,41.1264849,-73.7140195
NY,Asharoken,village,,100,3.9,153750,40.9278757,-73.3598395
NY,Athens,village,,84.6,16.3,47173,42.2780372,-73.8654295
NY,Atlantic Beach,village,,97.3,3.2,110714,40.5889936,-73.7290207
NY,Attica,village,,90.7,10.4,54265,42.8226861,-78.2703951
NY,Auburn,city,,84.4,17.9,39438,42.9317335,-76.5660529
NY,Aurora,village,,92.8,2.9,70833,42.7539591,-76.7024485
NY,Au Sable Forks,CDP,,81.8,11.6,45625,44.441714,-73.6745834
NY,Averill Park,CDP,,97.8,1.6,73261,42.6339685,-73.5537257
NY,Avoca,village,,94.4,16.9,47788,42.4095147,-77.4213729
NY,Avon,village,,94.7,11.6,60688,42.9120072,-77.7455583
NY,Babylon,village,,95.8,4.6,100025,40.7107127,-73.3673169
NY,Bainbridge,village,,88.6,16.1,44402,42.2934131,-75.4793477
NY,Baiting Hollow,CDP,,94.3,3,83380,40.9697519,-72.7392711
NY,Baldwin,CDP,,89.5,9.7,91462,40.6686336,-73.6119129
NY,Baldwin Harbor,CDP,,95.3,4.9,102469,40.6260153,-73.6006342
NY,Baldwinsville,village,,92,9,47431,43.1586786,-76.3327095
NY,Ballston Spa,village,,96.2,7.7,60989,43.0009086,-73.8490111
NY,Balmville,CDP,,95.2,7.5,63750,41.5313149,-74.0241367
NY,Bardonia,CDP,,95.6,2.1,115927,41.1095403,-73.9962505
NY,Barker,village,,91.4,13.1,41458,43.3300567,-78.5547512
NY,Barneveld,village,,97.7,10.9,57292,43.2760519,-75.1893969
NY,Barnum Island,CDP,,80.9,5.9,95375,40.604548,-73.6440187
NY,Batavia,city,,89.7,22.8,41584,42.9981156,-78.1875167
NY,Bath,village,,89.5,18.7,38266,42.3370164,-77.3177577
NY,Baxter Estates,village,,94.6,2.9,114107,40.8348225,-73.6954078
NY,Bay Park,CDP,,97,1.2,78333,40.633159,-73.6704081
NY,Bayport,CDP,,95,6.4,81955,40.7384317,-73.0506656
NY,Bay Shore,CDP,,83.1,9.5,70229,40.7250986,-73.2453946
NY,Bayville,village,,95.5,5.7,101221,40.9106541,-73.5620689
NY,Baywood,CDP,,86.7,7.3,74609,40.7558142,-73.2912784
NY,Beacon,city,,89.3,11.6,65305,41.5048158,-73.9695832
NY,Beaver Dam Lake,CDP,,100,5.7,106138,41.4373019,-74.1181234
NY,Bedford,CDP,,96.6,3,188705,41.204262,-73.6437397
NY,Bedford Hills,CDP,,73.1,11.3,42155,41.2362191,-73.7008551
NY,Belfast,CDP,,87.9,14.9,35078,42.3422691,-78.1124127
NY,Bellerose,village,,96.4,2.7,177500,40.7243707,-73.7154014
NY,Bellerose Terrace,CDP,,93.9,2.3,96538,40.7206581,-73.7259648
NY,Belle Terre,village,,99.2,5.2,204750,40.9598208,-73.067884
NY,Belleville,CDP,,83.6,45.6,28784,43.7834783,-76.1195136
NY,Bellmore,CDP,,94.8,1.9,114474,40.6687125,-73.5270709
NY,Bellport,village,,97.4,4.4,82500,40.7570429,-72.9392727
NY,Belmont,village,,93.2,14.4,40000,42.2231241,-78.0344506
NY,Bemus Point,village,,93.6,18.2,36477,42.1617242,-79.3917144
NY,Bergen,village,,96.6,10.6,60313,43.0853387,-77.9422336
NY,Bethpage,CDP,,92.9,2.8,99423,40.7442664,-73.4820687
NY,Big Flats,CDP,,96.7,5.5,65269,42.1372967,-76.9369067
NY,Billington Heights,CDP,,95.4,2.2,84091,42.7842264,-78.6264151
NY,Binghamton,city,,84.4,33.9,29824,42.0986867,-75.9179738
NY,Binghamton University,CDP,,100,-,-,42.0893553,-75.9697049
NY,Black River,village,,95.1,9.8,60000,44.0125639,-75.7943671
NY,Blasdell,village,,92,16.3,41520,42.797281,-78.8233661
NY,Blauvelt,CDP,,93.4,4,118929,41.0634299,-73.9576378
NY,Bliss,CDP,,92.2,15,60469,42.5770023,-78.252819
NY,Blodgett Mills,CDP,,82,0,51771,42.5684039,-76.1257608
NY,Bloomfield,village,,96,16.9,55298,42.8972624,-77.4214278
NY,Bloomingburg,village,,88,16.8,45417,41.5542603,-74.4396014
NY,Bloomville,CDP,,89,8.1,63393,42.3334161,-74.8076575
NY,Blue Point,CDP,,97.5,4.5,108704,40.7439872,-73.0345539
NY,Bohemia,CDP,,92,5.9,82011,40.7692649,-73.1151117
NY,Bolivar,village,,87.3,13.8,41042,42.0667332,-78.1677878
NY,Bolton Landing,CDP,,100,1.4,90000,43.5677741,-73.6653939
NY,Boonville,village,,87.9,19.4,32500,43.4836801,-75.3365607
NY,Brasher Falls,CDP,,95.3,12.2,54120,44.807679,-74.7743122
NY,Breesport,CDP,,96.7,4.3,57750,42.1733622,-76.7330182
NY,Brentwood,CDP,,70.8,11.6,70139,40.7812093,-73.2462273
NY,Brewerton,CDP,,92.1,21,57708,43.2381242,-76.1407575
NY,Brewster,village,,63.6,19.7,49917,41.3973163,-73.6170721
NY,Brewster Hill,CDP,,92.1,1.2,90909,41.423983,-73.6042939
NY,Briarcliff Manor,village,,95.5,2.2,141170,41.1402322,-73.840231
NY,Bridgehampton,CDP,,93.8,2.8,77174,40.9378777,-72.3009158
NY,Bridgeport,CDP,,83.4,16.4,47038,43.1553457,-75.9693622
NY,Bridgewater,CDP,,86.4,20.7,41250,42.8792376,-75.2509971
NY,Brighton,CDP,,94.4,9.5,66149,43.1222716,-77.5734048
NY,Brightwaters,village,,98.6,1.7,122692,40.7209321,-73.2673399
NY,Brinckerhoff,CDP,,94.6,6.2,95388,41.5504738,-73.8683697
NY,Broadalbin,village,,91.6,12.2,56439,43.0586846,-74.1965206
NY,Brockport,village,,92.9,28.9,41493,43.2136713,-77.9391797
NY,Brocton,village,,85.9,18.7,38438,42.3886688,-79.4411573
NY,Bronxville,village,,98.7,3,198839,40.9381544,-73.8320784
NY,Brookhaven,CDP,,88.4,8.7,90833,40.8273786,-72.995048
NY,Brookville,village,,97.9,2.1,214167,40.8131553,-73.5673482
NY,Brownville,village,,89.7,9,52614,44.0070026,-75.9840923
NY,Brushton,village,,86.7,28.5,42500,44.8303287,-74.5135123
NY,Buchanan,village,,92.5,5.5,97935,41.2620383,-73.9381943
NY,Buffalo,city,,82.7,31.4,31918,42.8864468,-78.8783689
NY,Burdett,village,,91.9,13.1,47500,42.4200726,-76.8488463
NY,Burke,village,,89,16,38750,44.9047681,-74.1693398
NY,Busti,CDP,,87.8,8.3,59861,42.038113,-79.2833831
NY,Byersville,CDP,,87.3,63.4,53611,42.5833299,-77.79111
NY,Cairo,CDP,,69.6,31.5,23883,42.2982586,-74.006509
NY,Calcium,CDP,,88.9,6.8,48398,44.0217286,-75.8460355
NY,Caledonia,village,,93.7,9,51481,42.9731175,-77.852785
NY,Callicoon,CDP,,98.5,0,39063,41.7673105,-75.0562785
NY,Calverton,CDP,,89.9,6.3,46176,40.9064873,-72.7434331
NY,Cambridge,village,,86.3,16.1,43750,43.0281329,-73.3812231
NY,Camden,village,,88.1,20.6,35926,43.3387364,-75.7836589
NY,Camillus,village,,96.9,10.1,49688,43.039233,-76.3040965
NY,Campbell,CDP,,92.1,11.1,40313,42.2329086,-77.1969179
NY,Canajoharie,village,,85.2,20.9,45455,42.9056288,-74.5718073
NY,Canandaigua,city,,93.8,15.4,43185,42.887535,-77.2816984
NY,Canaseraga,village,,87.3,29.7,29875,42.4614564,-77.7769405
NY,Canastota,village,,94.3,16.2,47431,43.0795121,-75.7507413
NY,Candor,village,,90.7,15.6,50417,42.2363933,-76.317414
NY,Canisteo,village,,91.3,16.4,42422,42.2703487,-77.6058225
NY,Canton,village,,90.6,19.6,48988,44.5956163,-75.1690942
NY,Cape Vincent,village,,95.6,6.5,47188,44.1278299,-76.3330006
NY,Carle Place,CDP,,86.8,9.1,98269,40.7526008,-73.6104058
NY,Carmel Hamlet,CDP,,86.1,5.6,83636,41.4300937,-73.6801297
NY,Caroga Lake,CDP,,97.5,7.1,45083,43.1376975,-74.4810273
NY,Carthage,village,,85.3,27.7,42587,43.9781236,-75.6093591
NY,Cassadaga,village,,91.9,9.3,52917,42.3442247,-79.309489
NY,Castile,village,,91,18.8,47045,42.678396,-77.9967043
NY,Castleton-on-Hudson,village,,91.4,4.3,68375,42.5331974,-73.7462997
NY,Castorland,village,,88.4,15.2,45000,43.8884026,-75.5112979
NY,Cato,village,,93.9,10.4,47083,43.1260837,-76.5257007
NY,Catskill,village,,96.2,19.4,36442,42.2146071,-73.959494
NY,Cattaraugus,village,,90.2,19.2,41429,42.3292287,-78.8680903
NY,Cayuga,village,,93.6,2.4,50536,42.9189555,-76.7263397
NY,Cayuga Heights,village,,97.5,8.3,78285,42.4595171,-76.4866067
NY,Cazenovia,village,,93.8,11,56696,42.9300668,-75.8526915
NY,Cedarhurst,village,,95.3,6.3,88913,40.6228819,-73.7242983
NY,Celoron,village,,81.6,15.1,42500,42.1095021,-79.2831039
NY,Centereach,CDP,,93,5.3,94432,40.8584316,-73.0995539
NY,Center Moriches,CDP,,91.1,2.5,89037,40.8003767,-72.7898233
NY,Centerport,CDP,,97.6,3.2,103945,40.8991963,-73.3678388
NY,Central Bridge,CDP,,83.2,27,31346,42.7111862,-74.3387443
NY,Central Islip,CDP,,71,13.1,66430,40.7906538,-73.2017811
NY,Central Square,village,,89,14.7,45240,43.2867356,-76.1460357
NY,Centre Island,village,,97.9,3.1,144375,40.9017651,-73.5198453
NY,Chadwicks,CDP,,87.4,8.6,37833,43.0279325,-75.2715092
NY,Champlain,village,,86.9,17.7,42054,44.9864273,-73.4465251
NY,Chappaqua,CDP,,96.1,3.3,113300,41.1595399,-73.764855
NY,Chateaugay,village,,87.1,27.3,40500,44.9264336,-74.0796081
NY,Chatham,village,,88.9,13.2,46188,42.3642516,-73.5948391
NY,Chaumont,village,,91.2,6.8,49688,44.0669987,-76.1302089
NY,Chautauqua,CDP,,96.5,5.3,95333,42.209774,-79.4668445
NY,Chazy,CDP,,94.1,10,49028,44.8895329,-73.4360334
NY,Cheektowaga,CDP,,90.3,11.4,48508,42.9071477,-78.7542892
NY,Chenango Bridge,CDP,,94.7,5.8,71645,42.1667426,-75.8624167
NY,Cherry Creek,village,,86.2,17.7,40000,42.2887222,-79.1322744
NY,Cherry Valley,village,,90.6,15.1,55556,42.7956294,-74.7532018
NY,Chester,village,,92.1,8.8,62929,41.3625937,-74.2712613
NY,Chestertown,CDP,,92.9,13.2,46761,43.6528618,-73.8012532
NY,Chestnut Ridge,village,,92.1,8.5,89813,41.084263,-74.0556966
NY,Chittenango,village,,91.7,5.2,62902,43.0450671,-75.86658
NY,Churchville,village,,96.2,6.4,59000,43.1042277,-77.8844543
NY,Clarence,CDP,,94.2,12,69821,42.982216,-78.5770812
NY,Clarence Center,CDP,,98.8,0.7,111250,43.0106139,-78.6375283
NY,Clark Mills,CDP,,93.1,19,52222,43.0922918,-75.379615
NY,Clarkson,CDP,,92.5,12.1,58700,43.2331655,-77.927621
NY,Claverack-Red Mills,CDP,,88.5,0,87404,42.2259503,-73.7213063
NY,Clayton,village,,92.1,11.5,50049,44.2025064,-76.0826811
NY,Clayville,village,,85.7,11.3,44167,42.98007,-75.2509965
NY,Cleveland,village,,87.8,22.3,43438,43.2403467,-75.8838027
NY,Clifton Springs,village,,88.8,11.7,47868,42.9617304,-77.1399756
NY,Clinton,village,,97.5,11,54813,43.0484029,-75.3785034
NY,Clintondale,CDP,,89.3,11.3,52726,41.6948156,-74.0512528
NY,Clyde,village,,85.3,19.1,43400,43.0842314,-76.8694049
NY,Cobleskill,village,,87.2,21.2,36824,42.677853,-74.4854172
NY,Cohocton,village,,85.2,26.2,39531,42.5080296,-77.4931403
NY,Cohoes,city,,87.3,17.4,46226,42.7742446,-73.7001187
NY,Cold Brook,village,,87.5,11.9,38125,43.2417356,-75.0387702
NY,Cold Spring,village,,97.1,7.5,83125,41.4200937,-73.954583
NY,Cold Spring Harbor,CDP,,98,1.6,157143,40.8714873,-73.456788
NY,Colonie,village,,94.2,4.6,78263,42.7236699,-73.77132
NY,Colton,CDP,,92.4,14.3,44559,44.5530213,-74.9395061
NY,Commack,CDP,,95.7,3.5,114463,40.8428759,-73.2928943
NY,Conesus Hamlet,CDP,,100,16.2,55521,42.7189532,-77.6763859
NY,Conesus Lake,CDP,,96.8,6.3,77738,42.7853077,-77.7137306
NY,Congers,CDP,,90.3,4.1,109935,41.150651,-73.9454159
NY,Constableville,village,,91.7,15.5,46042,43.566736,-75.4285106
NY,Constantia,CDP,,88.2,3.2,54261,43.2644105,-75.946324
NY,Coopers Plains,CDP,,100,12,53696,42.1822963,-77.1416388
NY,Cooperstown,village,,94.9,11.3,62222,42.7006303,-74.924321
NY,Copake Falls,CDP,,100,0,,42.1195347,-73.5251198
NY,Copake Hamlet,CDP,,87.4,4,,42.1034549,-73.5499249
NY,Copake Lake,CDP,,92.7,9.3,68125,42.1392565,-73.5823432
NY,Copenhagen,village,,83.3,7.1,47063,43.8934013,-75.6735259
NY,Copiague,CDP,,79.8,7.5,66161,40.6814892,-73.3998445
NY,Coram,CDP,,92.7,6.1,80899,40.8687096,-73.0014946
NY,Corfu,village,,95.6,9,48281,42.9600595,-78.4055767
NY,Corinth,village,,86.9,19.6,42183,43.2445168,-73.8323446
NY,Corning,city,,93.2,17.9,51022,42.1428521,-77.0546903
NY,Cornwall-on-Hudson,village,,94.7,3.5,93077,41.444816,-74.0156961
NY,Cortland,city,,88.7,24,40025,42.6011813,-76.1804843
NY,Cortland West,CDP,,86.2,8.4,88125,42.5974303,-76.2305308
NY,Country Knolls,CDP,,99.1,0,104764,42.9150763,-73.805121
NY,Cove Neck,village,,98,1.7,211250,40.8823207,-73.5059562
NY,Coxsackie,village,,83.1,9.6,55625,42.3509179,-73.8029028
NY,Cragsmoor,CDP,,93.5,3.5,86250,41.6734269,-74.3854321
NY,Cranberry Lake,CDP,,94.2,11.8,51500,44.2219663,-74.8350277
NY,Croghan,village,,87.4,10.2,31625,43.8958867,-75.3924079
NY,Crompond,CDP,,91.9,1.3,138281,41.2897481,-73.8368922
NY,Croton-on-Hudson,village,,93.1,3.1,131475,41.2084278,-73.8912481
NY,Crown Heights,CDP,,91.5,12,79038,40.6694022,-73.9422324
NY,Crugers,CDP,,74.2,8.5,38301,41.2334275,-73.9226383
NY,Crystal Beach,CDP,,80.2,29.6,45433,42.8136766,-77.2635918
NY,Cuba,village,,95,22.3,46908,42.2175668,-78.2752927
NY,Cumberland Head,CDP,,90.1,4.4,63933,44.7164317,-73.4026338
NY,Cumminsville,CDP,,79.3,32.9,24722,42.57139,-77.72
NY,Cutchogue,CDP,,94.7,3.3,86344,41.0106563,-72.4850859
NY,Cuylerville,CDP,,82.7,32.3,54250,42.77694,-77.87111
NY,Dalton,CDP,,95.5,5.6,72375,42.5404521,-77.9523291
NY,Dannemora,village,,70.6,16.6,48500,44.7214301,-73.7237528
NY,Dansville,village,,81.1,21.3,40841,42.5608999,-77.696106
NY,Davenport Center,CDP,,85.8,2.6,50063,42.4481351,-74.9190476
NY,Deer Park,CDP,,90.7,5.6,83287,40.7617653,-73.3292857
NY,Deferiet,village,,90.9,20.6,50000,44.0356209,-75.6838106
NY,DeKalb Junction,CDP,,84.7,6.4,70500,44.5050816,-75.2736824
NY,Delanson,village,,98.4,3.8,70417,42.7453531,-74.1881834
NY,Delevan,village,,87.9,20.1,36172,42.4892295,-78.4808534
NY,Delhi,village,,88,19.1,37813,42.2781401,-74.9159946
NY,Depauville,CDP,,97.5,30.3,41176,44.1383847,-76.0654913
NY,Depew,village,,93.1,10.4,50317,42.9039476,-78.6922515
NY,Deposit,village,,88.8,25.5,30357,42.0600834,-75.4276769
NY,Dering Harbor,village,,100,0,-,41.092877,-72.3467497
NY,DeRuyter,village,,92.2,21.8,35521,42.7584005,-75.8843616
NY,Dexter,village,,82.9,18.4,47083,44.0078352,-76.0443709
NY,Dix Hills,CDP,,95.1,2.6,141250,40.8048207,-73.3362298
NY,Dobbs Ferry,village,,94.9,4.4,116671,41.0145418,-73.872635
NY,Dolgeville,village,,87.2,18,43586,43.1009037,-74.772927
NY,Dover Plains,CDP,,71.3,9.8,41618,41.7412051,-73.5765151
NY,Downsville,CDP,,78.9,45,27750,42.0809203,-74.9957197
NY,Dresden,village,,64.3,33.2,50469,42.6839585,-76.9557968
NY,Dryden,village,,91.9,11,51071,42.4909053,-76.2971553
NY,Duane Lake,CDP,,100,0,115441,42.7531315,-74.1076268
NY,Duanesburg,CDP,,100,10,,42.7842177,-74.1944529
NY,Dundee,village,,86,16.2,40214,42.5234043,-76.976631
NY,Dunkirk,city,,85.8,25,38937,42.4795019,-79.3339324
NY,Durhamville,CDP,,87,53,35852,43.1221234,-75.6700373
NY,Earlville,village,,90.7,15,40313,42.7397917,-75.5451804
NY,East Atlantic Beach,CDP,,98,2.2,138705,40.5849014,-73.7095365
NY,East Aurora,village,,93.8,8.1,66346,42.7678376,-78.6133589
NY,East Avon,CDP,,83.7,12.6,32553,42.9120072,-77.7455583
NY,Eastchester,CDP,,93.7,2.8,104293,40.9595605,-73.8095574
NY,East Farmingdale,CDP,,87.9,7,80317,40.7292663,-73.416789
NY,East Garden City,CDP,,93.6,5.9,104250,40.7304187,-73.5980781
NY,East Glenville,CDP,,96.4,4.4,72295,42.8715016,-73.9189766
NY,East Greenbush,CDP,,97,2.7,88583,42.6068049,-73.6889378
NY,East Hampton,village,,96.5,4.7,104531,40.9634335,-72.1848009
NY,East Hampton North,CDP,,86.2,9.2,61523,40.9787642,-72.1712309
NY,East Hills,village,,98.4,4.3,163710,40.7937115,-73.6270726
NY,East Islip,CDP,,94.2,5.3,115432,40.7320429,-73.1856703
NY,East Ithaca,CDP,,97.7,22.8,44647,42.4258356,-76.4649847
NY,East Kingston,CDP,,94.5,30.4,41750,41.9539811,-73.967915
NY,East Marion,CDP,,93.1,1.6,72500,41.1275989,-72.3400829
NY,East Massapequa,CDP,,92.4,5.8,94589,40.6687326,-73.43512
NY,East Meadow,CDP,,91.1,4.4,94214,40.7139898,-73.5590157
NY,East Moriches,CDP,,95.6,5.8,96685,40.8050989,-72.7609336
NY,East Nassau,village,,97,4.4,68438,42.5078592,-73.5065006
NY,East Northport,CDP,,95.1,4.8,92899,40.8767647,-73.3245613
NY,East Norwich,CDP,,96.4,4,134309,40.8467657,-73.5351245
NY,East Patchogue,CDP,,86.5,9.8,68366,40.7670427,-72.9962189
NY,Eastport,CDP,,94.2,6.8,100521,40.8259321,-72.7317658
NY,East Quogue,CDP,,96.6,3.1,88953,40.8406554,-72.5814814
NY,East Randolph,CDP,,83.5,37.2,22708,42.1728388,-78.9478165
NY,East Rochester,village,,91.5,18.9,46504,43.1086741,-77.4874959
NY,East Rockaway,village,,96.2,3.2,93490,40.6420477,-73.6695747
NY,East Shoreham,CDP,,95.4,3.1,119628,40.9448207,-72.8795466
NY,East Syracuse,village,,87,17.4,35566,43.0653446,-76.0785332
NY,East Williston,village,,99,2.1,136250,40.7584343,-73.6348509
NY,Eatons Neck,CDP,,99.3,3.6,123971,40.9306535,-73.4015074
NY,Eden,CDP,,95.2,4.2,64688,42.652282,-78.8969785
NY,Edmeston,CDP,,89.9,8.7,53611,42.69783,-75.2440429
NY,Edwards,CDP,,87.1,19.7,35625,44.2825835,-75.2452318
NY,Eggertsville,CDP,,94.5,12.9,63964,42.963391,-78.8039226
NY,Elba,village,,93.1,2.1,72083,43.0772818,-78.1869623
NY,Elbridge,village,,96.9,2.4,68438,43.0387104,-76.4331698
NY,Elizabethtown,CDP,,92.1,12.1,50438,44.2163337,-73.5904478
NY,Ellenville,village,,79.8,17.5,45800,41.7170379,-74.3957099
NY,Ellicottville,village,,95.9,2.2,38125,42.2750639,-78.6728071
NY,Ellisburg,village,,91.8,24.2,55500,43.7407504,-76.1319953
NY,Elma Center,CDP,,96.3,3.3,87708,42.8297815,-78.636138
NY,Elmira,city,,82.8,32.1,29295,42.0897965,-76.8077338
NY,Elmira Heights,village,,89.7,12.4,41299,42.1297967,-76.8207898
NY,Elmont,CDP,,86.2,8,89523,40.700936,-73.712909
NY,Elmsford,village,,83.3,14,83995,41.0550969,-73.8201337
NY,Elwood,CDP,,92.2,4.3,104476,40.8453761,-73.3351179
NY,Endicott,village,,88.7,23.1,32726,42.098408,-76.0493684
NY,Endwell,CDP,,94.2,8.7,54446,42.1128525,-76.021034
NY,Erin,CDP,,89.7,12.3,32292,42.1859078,-76.6699493
NY,Esperance,village,,96.4,6.2,54063,42.7546987,-74.3235539
NY,Evans Mills,village,,91.9,12.9,46875,44.0881158,-75.8071525
NY,Fabius,village,,94.9,5.5,59286,42.8290496,-75.9695465
NY,Fair Haven,village,,93.7,12.8,50208,43.3164558,-76.7021747
NY,Fairmount,CDP,,94.3,4.5,62396,43.0472886,-76.2385383
NY,Fairport,village,,95,2.9,69788,43.0986742,-77.4419378
NY,Fairview,CDP,Dutchess,86.4,19.2,69485,41.7237046,-73.9198589
NY,Fairview,CDP,Westchester,82.8,16.8,43512,41.0434304,-73.7973552
NY,Falconer,village,,92.6,16.5,37566,42.1186695,-79.1983799
NY,Farmingdale,village,,91.3,5.3,73750,40.7325997,-73.4454009
NY,Farmingville,CDP,,92.1,5.6,95953,40.8312096,-73.029552
NY,Farnham,village,,87.5,22,61042,42.5945033,-79.09115
NY,Fayetteville,village,,97.1,4.8,71930,43.0297887,-76.0043643
NY,Felts Mills,CDP,,100,12.8,40227,44.0204497,-75.7591611
NY,Fillmore,CDP,,96.9,13.9,37500,42.4661754,-78.115008
NY,Fire Island,CDP,,89.6,4.6,111250,40.6475997,-73.1459474
NY,Firthcliffe,CDP,,95.9,4.4,70985,41.4383716,-74.0334887
NY,Fishers Island,CDP,,95.4,0.9,151083,41.2554038,-72.033534
NY,Fishers Landing,CDP,,90,0,,44.2764357,-76.0080027
NY,Fishkill,village,,91.6,12.4,53505,41.5356492,-73.8990252
NY,Flanders,CDP,,61.9,12.8,63482,40.9034328,-72.6175936
NY,Fleischmanns,village,,78.9,20.2,35938,42.1553663,-74.5323753
NY,Floral Park,village,,95.8,2.7,100829,40.7237133,-73.7048532
NY,Florida,village,,94.4,2.6,87845,41.3317606,-74.35682
NY,Flower Hill,village,,93.9,8,208424,40.8073228,-73.6812409
NY,Fonda,village,,89.8,8.8,40208,42.9545179,-74.3765241
NY,Forest Home,CDP,,99,22.4,32778,42.4536838,-76.4679948
NY,Forestville,village,,90.8,19.7,45000,42.4683919,-79.1769847
NY,Fort Ann,village,,93.6,8.1,68482,43.4142449,-73.4876959
NY,Fort Covington Hamlet,CDP,,88.7,18.6,41406,44.988444,-74.49651
NY,Fort Drum,CDP,,95.6,13.7,41966,44.0580482,-75.7487779
NY,Fort Edward,village,,89.1,15,48827,43.2310452,-73.5476338
NY,Fort Johnson,village,,92.1,12.4,63047,42.9584075,-74.2329093
NY,Fort Montgomery,CDP,,91.2,9,92250,41.3314828,-73.9868067
NY,Fort Plain,village,,83.3,27.5,31364,42.9314616,-74.6226425
NY,Fort Salonga,CDP,,98,5.8,122554,40.9125979,-73.3009489
NY,Fowlerville,CDP,,76.1,56.6,16719,42.89333,-77.84583
NY,Frankfort,village,,87.5,21.6,43208,43.038959,-75.070436
NY,Franklin,village,,92.7,12.8,46944,42.3406373,-75.1651689
NY,Franklin Square,CDP,,88.4,5.4,96568,40.7073244,-73.6759635
NY,Franklinville,village,,89.7,24.2,36726,42.3368883,-78.4578915
NY,Fredonia,village,,96.2,19.1,47910,42.4400576,-79.3317105
NY,Freedom Plains,CDP,,95.5,4.2,58125,41.6725937,-73.7995767
NY,Freeport,village,,81.2,13.8,72574,40.6576022,-73.5831835
NY,Freeville,village,,99.2,10.9,64375,42.5139608,-76.3466014
NY,Frewsburg,CDP,,89.1,10.1,47773,42.0545029,-79.1581019
NY,Friendship,CDP,,82,36.2,28782,42.2277459,-78.133638
NY,Fulton,city,,83.8,31.1,36126,43.3228462,-76.4171585
NY,Fultonville,village,,84.3,13.3,39758,42.9478514,-74.3704128
NY,Gainesville,village,,91.1,4.4,41250,42.6542217,-78.133638
NY,Galeville,CDP,,82.6,11.9,42097,43.090067,-76.1729807
NY,Galway,village,,88.3,5.7,59615,43.0186858,-74.0315162
NY,Gang Mills,CDP,,92.3,7.9,84920,42.1461852,-77.1116375
NY,Garden City,village,,97.4,3.9,153506,40.7267682,-73.6342954
NY,Garden City Park,CDP,,90.3,3.1,98621,40.7409348,-73.6626297
NY,Garden City South,CDP,,88.6,5.1,106935,40.7123242,-73.6609631
NY,Gardiner,CDP,,91.8,10,56917,41.6798157,-74.1504231
NY,Gardnertown,CDP,,90.9,2.4,69594,41.5350938,-74.0701426
NY,Gasport,CDP,,91.6,11.7,46347,43.1992244,-78.5761394
NY,Gates,CDP,,84.6,8.6,50729,43.1480944,-77.7223162
NY,Geneseo,village,,88.4,41.5,38051,42.795896,-77.816947
NY,Geneva,city,,87.1,24.1,40000,42.8679836,-76.985557
NY,Germantown,CDP,,96.6,5.2,64792,42.1345339,-73.8917982
NY,Ghent,CDP,,91.5,29.3,53882,42.320699,-73.6300729
NY,Gilbertsville,village,,87.8,17.5,43281,42.4714657,-75.325729
NY,Gilgo,CDP,,100,0,159479,40.6184346,-73.3976229
NY,Glasco,CDP,,80,11.8,54459,42.0480013,-73.9527911
NY,Glen Aubrey,CDP,,87.3,14.3,58438,42.2582232,-76.0097336
NY,Glen Cove,city,,80.3,14.6,68362,40.8623217,-73.6337389
NY,Glen Head,CDP,,94.5,1.9,108333,40.8353776,-73.6237388
NY,Glen Park,village,,88.2,11.3,51500,44.0011701,-75.9663138
NY,Glens Falls,city,,89.3,16.1,45395,43.3095164,-73.6440058
NY,Glens Falls North,CDP,,95.2,10,59938,43.3296859,-73.6835741
NY,Glenwood Landing,CDP,,98.2,1.3,124615,40.8306556,-73.6387393
NY,Gloversville,city,,80.7,29.1,35044,43.0528506,-74.3437467
NY,Golden's Bridge,CDP,,99.2,2.2,122406,41.2949887,-73.6744592
NY,Gordon Heights,CDP,,82,16,71447,40.8587097,-72.9706607
NY,Gorham,CDP,,100,0,61036,42.7989533,-77.1318885
NY,Goshen,village,,92.8,6.1,73750,41.4020382,-74.3243191
